Store_ID,Store_Size_sq_ft,Avg_Monthly_Customers,Num_Employees,Local_Unemployment_Rate,Median_Household_Income,Avg_Local_Disposable_Income,Competition_Count,Parking_Space,Public_Transport_Accessibility,Store_Age,Previous_Year_Revenue,Local_Population_1000s,Tourist_Footfall_1000s,Product_Variety
6222,5979,2104,45,6.02975547671965,39244,20583,0,99,0.01569493534244648,16,745595.0083367826,284.17650169683304,104.09668287810968,953
6315,3431,1211,45,8.641623074766096,63481,5973,6,138,0.28938072360569467,18,850638.0411340033,225.287423767649,196.78564034032357,593
5869,1924,2706,27,7.312097824540818,119180,25654,2,139,0.6414471627547098,1,111820.03633894035,283.3331596743708,104.61218179461038,890
1876,6224,698,11,4.706942927401727,88031,6408,9,79,0.1859520980008047,8,419015.45826629794,196.0811257903,36.485337097822736,591
8027,2394,1149,7,9.484184182070859,38521,15135,5,52,0.3027105691242712,1,768535.0215195986,330.2095161634467,4.4187494209549705,974
5142,2097,2194,36,9.297660569993457,31746,23672,5,134,0.4860450744832292,1,170184.549690985,91.84112440015605,70.94075162484181,324
7966,4562,2246,35,3.67478719507279,113127,13738,3,147,0.42202356596968715,19,610605.9366120421,329.5051713103146,183.64561113932137,518
8079,3836,707,22,2.315340680962904,98232,19349,5,22,0.10602718995537885,10,486165.4907095029,173.90518256229984,199.31082163517618,879
8987,6188,1527,47,7.930469666806098,42012,6218,9,23,0.9382353222556326,18,115854.85642699657,57.93567307355587,189.07359496240053,236
7799,3187,2748,11,8.620882090793227,110224,22804,3,119,0.04429272058209277,12,312378.0194075062,298.7175947732949,145.88399865085137,325
5465,2072,2845,45,9.742916527610841,53457,8377,7,23,0.749742756422818,17,356312.7901600428,310.30149013371334,111.62854568813106,433
1635,3590,365,5,9.118691152706486,100572,28885,8,61,0.07142277109115747,1,200673.95171169023,241.9560521201912,118.13722927645041,328
2693,7300,2709,18,6.804278145651319,59960,15964,1,28,0.46729580302507934,8,668383.2187683943,82.52880464764259,107.79840181839218,422
5752,5169,1119,36,6.2404187136990465,117695,9098,6,70,0.17541129165541103,10,318158.0886267001,452.0043287618862,141.40986098459766,207
9311,5772,313,10,2.2227284101006903,37910,24122,8,164,0.14109779642892528,10,349857.54965744953,325.14386325255,83.77464533907049,911
1830,6124,1191,43,3.9732515747582227,32693,12619,8,164,0.12589797654172508,18,908414.7383801327,102.07098480603631,133.8408009911531,544
6177,3133,2151,14,5.676918013863411,45858,16939,4,116,0.45278663669534236,9,520410.7834238255,279.91875946736644,24.322422991440206,106
9932,6561,2454,11,7.028031200668543,58810,23226,0,39,0.5154849093872923,2,452915.3322723451,273.76444217681217,53.139061312296754,227
9308,3017,1458,30,6.458014666547285,50092,24200,5,161,0.13338449354283988,3,751483.9344832455,77.18084095681714,167.2006077617259,452
6949,5793,714,38,7.941087917453524,118779,21878,7,41,0.9793957302662395,2,918652.4171946209,323.08686662132635,180.74978614867823,366
3838,4157,1431,34,4.238135447096327,78700,11560,0,199,0.2577658868622231,6,122532.70261369945,413.746879514704,107.80164751205994,784
2150,5148,908,40,6.519620861219786,88105,10510,1,46,0.45884133960278317,12,503414.9618998568,387.0536244118152,6.32712344258648,313
8560,6448,2385,25,2.705137947126337,60505,8444,0,62,0.21626955760190802,19,649703.2204701526,141.3362363738825,185.39471415835362,346
2931,5088,538,21,5.309324188665656,103228,12543,4,150,0.49392264544954556,15,386706.7883133906,438.0316382993951,140.4128516054573,717
2664,3037,2784,37,8.001286663636808,58555,28946,1,113,0.756016582465182,19,795166.9499109176,204.1439745467079,82.80558475107216,694
2081,6676,267,14,7.547206827432352,101934,25378,9,27,0.5211020142944952,12,974329.3632432465,475.9287702313736,119.67578863989927,903
1512,4637,1796,46,9.925141897377433,102788,17429,9,105,0.2856488707180552,18,949084.6296252549,82.28658390157118,85.95496688827322,473
8805,1597,1764,16,4.223129007902048,107257,12253,3,108,0.2483966087339381,16,339384.2854419477,268.7939098339292,93.0678453464102,520
6237,4715,582,20,5.985514393391833,47939,18775,0,157,0.7589344062270534,2,303704.4505937374,318.7059697298971,177.36197313188035,814
1559,7499,218,45,4.636243310191974,41825,5045,6,132,0.11823817572626327,11,961741.4779190989,161.4425443135721,32.21684938342231,140
4672,6030,2930,36,5.524824912473398,54151,20597,7,176,0.3699664944058695,12,512765.6386883193,397.1210849241025,20.733827096447357,816
8404,6232,2321,19,8.855601038955104,30036,7057,4,187,0.15148271665388535,5,287467.95077622257,332.1030559148227,0.5457489026031492,447
4343,5250,772,31,7.473672601507893,113707,5663,1,40,0.25797582929448193,6,736297.2672673764,58.14924677958,62.80007512242533,660
5070,4657,1499,32,9.059529530780654,69051,9668,7,171,0.1526832324849522,11,355978.2915134124,323.7658658133061,29.482753296885477,242
1580,6183,2458,21,3.6280888666550917,110738,23413,0,173,0.8867725085424267,10,340522.27756394714,271.1652054883009,43.997099027622234,240
8004,1843,2143,6,8.986888942731504,103596,10717,6,28,0.7319041990130318,4,891324.1387700062,138.21314076657848,2.2477965330753857,664
9130,6913,850,40,2.4780981934270754,90071,7696,0,167,0.5609272460442614,9,246231.2380392131,498.0867021767883,45.43908293754064,206
4147,6166,1845,11,9.108794243497218,103601,18200,5,55,0.2244252224955331,12,157953.65181961274,453.7229876724267,66.54231638647478,132
5249,2110,1193,17,4.632590235685823,59873,21101,5,55,0.5102268271991949,10,342267.7961545185,181.62846276307857,6.313499281976265,299
2679,3227,2942,19,4.516701067312532,66648,13831,4,92,0.5208332064475724,14,646250.8715543834,293.48191435937736,121.58082485942954,218
4506,3790,2787,29,6.096708613589311,101468,24047,1,169,0.5904037256539062,5,210779.0680629435,192.42596295963082,113.76006977675159,899
8253,3354,1538,27,9.525521501785853,56470,24129,1,20,0.060085157222731445,1,524435.2050491143,398.9730882362351,19.407155701985012,328
3744,4108,1100,26,2.382250917451243,95129,10004,8,88,0.9729019711967063,5,664603.3993827879,468.6491449384048,119.00195550368021,729
6188,6555,1884,30,4.817847800565962,38328,27705,4,56,0.46543897060032313,16,863863.2933338565,211.4728731114726,199.73078372177554,787
3141,3579,1785,37,8.852575909466687,36333,18156,4,91,0.9265317740991033,5,306882.6320820289,412.51291211463234,188.89379056230814,284
7617,3824,2123,15,5.168435819483734,76638,26509,6,126,0.009808114713976357,5,835611.6910445105,274.2833942209422,0.5341986735326598,929
3479,6127,1981,14,3.593255180776536,41268,26332,5,115,0.2475583956353089,18,311415.6350181147,228.4603525902098,159.07566226607193,949
7484,2677,1336,29,5.398353450651294,100603,9402,1,160,0.10399557031333562,6,709089.8871156764,472.2898334444464,70.72105524729719,314
8421,2591,2417,41,5.0844200119333545,47045,15787,0,103,0.7696161773547716,18,487606.2143342096,279.68210992356416,12.730274066925485,832
5452,7497,2144,47,9.323329611733627,70741,19662,4,62,0.3201250495947112,10,203213.11814080316,260.3347251158592,59.19664274324161,229
6881,6479,1237,42,8.095475005944778,118306,24811,3,56,0.840492508415747,15,742837.1165396639,352.5954808830544,64.34730326259246,944
7665,7274,1938,45,6.040924445952051,72770,10912,2,44,0.832385365715857,11,295986.356694116,167.55539045822798,104.64884786181136,371
3849,4291,487,49,9.90696453377257,37887,5394,1,168,0.6677947928065698,19,258961.08342213233,196.1567918547421,132.21675345377093,857
8390,3249,2436,28,5.7222202502073864,54918,19635,9,188,0.6657818035439771,13,422490.63573044486,469.4206263073802,149.8111224416816,734
7905,4175,1790,44,2.465902646562202,65497,8597,1,92,0.700159692073135,3,687961.2202835352,355.3384304466241,49.180608512653336,107
3489,2281,2941,37,4.098194574519879,91009,15524,3,189,0.6737638346297745,16,310596.830911565,421.9867164969525,64.35411404969939,502
5611,4548,1945,21,5.488563841754501,41929,5329,1,61,0.38690835768434906,7,265295.3849036972,172.00029287094333,61.67634137194704,678
3839,3605,2718,28,3.255220993168961,91762,22156,3,21,0.6828276445685459,12,108958.26314202789,294.70558546844245,72.5473736241753,726
9527,5367,1298,41,9.580521010592344,109099,29519,2,155,0.8974069691923586,15,524478.7873915513,487.1283201452742,199.93126179126776,468
6878,6476,2524,6,8.134791182542184,58546,6645,8,115,0.33257349187662366,8,485781.01238366443,193.41675456269792,155.58866056548516,899
7303,6042,1139,36,4.146297603422181,108424,23171,6,80,0.9448890262149536,17,310480.9692736387,122.21441434266885,194.9980930537394,716
1851,3613,1648,28,6.726436268143327,67338,14815,2,33,0.013581587898769731,1,148286.94760872168,279.89870370109884,138.62221190941145,636
2687,7379,770,13,7.771593256876576,64283,22383,7,132,0.34908253826523716,8,486330.2871362532,224.5194899261943,81.25414032945686,152
7833,6873,1200,8,9.530231431254384,112494,6848,8,96,0.1320984017287402,14,809384.5999644682,121.8097547540211,77.94883672539498,346
3427,5470,1405,21,9.053082793403284,108170,6561,6,40,0.12661982904502367,10,743753.9181944593,449.8481222165156,97.71622899500902,436
5000,3491,2705,21,6.1215378091057095,114787,5773,5,171,0.8154294940115683,19,874715.4008741532,495.8257597492,83.37395667288747,380
6052,2567,1117,34,8.19722095834414,76566,12311,3,197,0.9183683147501229,8,108624.41894184006,305.861981310499,165.66524921854915,132
3738,3077,2074,44,6.49715803062068,115464,26563,4,192,0.7777582542329856,19,969777.3851241387,398.6045457680543,93.00040260533858,898
6732,2511,1032,15,6.421631120364321,111991,20203,7,83,0.9766157189925598,4,407271.02736470354,436.56726629583477,59.12287204216919,647
6387,3774,2440,25,2.917935666705535,58013,23187,2,173,0.21632897016627073,10,991358.0164827683,365.4419027098221,154.97205373933036,442
9002,6369,1878,25,3.0091012641292165,82132,14290,1,179,0.14079991220969046,3,327357.5145415972,69.87022210027905,170.8840818762789,990
6536,3314,815,22,6.2362689201796595,117412,7050,2,76,0.5207037820396135,4,524382.7488204204,120.93540427256801,84.08579122809027,338
4913,3926,605,33,4.150892359832053,58084,22131,6,138,0.829037614742618,16,418534.9089177733,81.94513601812392,133.5617143811064,591
2066,6797,1949,28,2.168295219683749,51143,29509,7,180,0.0398390908380597,4,420184.6434948724,54.44582298892545,11.760906777660951,828
8723,7046,2968,14,7.782713631201698,44179,27244,0,71,0.995565660999882,13,858053.8888733942,187.69838394075646,105.89297039429333,276
5380,5902,292,49,2.2598927735213197,88726,8973,6,114,0.6022459292053228,17,771777.0457636049,226.5601822167019,8.99622754910161,143
5107,6374,2677,21,6.762214728832436,40222,6615,8,165,0.9789418121813774,16,992936.2917070433,158.46337955116658,5.838168098893615,403
6726,4051,853,22,6.313550353018515,89965,19550,2,182,0.36508163323377696,17,652163.2144457613,79.07209163884443,122.5849701045478,769
4373,5157,633,46,9.750517524622435,94068,25138,2,159,0.45802382053358925,6,516930.9439550524,288.4383908765049,60.66707647899743,368
9945,1507,1335,24,5.873705114781133,53949,15494,7,198,0.7523614423973921,3,181066.47665220202,172.99369398071374,148.50743249109308,782
3082,4055,574,41,2.508811491022379,46116,10506,3,108,0.7927004505613187,4,996905.2775624711,408.21671968860306,179.21651212651844,832
9967,1975,1266,49,6.413503742451693,81052,25605,7,29,0.23303305335024027,8,596377.5876390545,53.62367973137654,27.87823474607014,499
7748,6916,406,22,8.728769364928812,81369,18054,4,71,0.9298010863077227,9,730429.7227211276,429.13717307942466,144.90456771578476,841
1417,3711,979,21,9.974794274251519,78817,18861,2,53,0.8674231218347286,1,466068.14847218024,479.6391555256806,102.90399965766865,702
9306,1984,1519,13,5.44274538951258,113203,16587,3,134,0.018205303103198567,13,592944.1373613123,372.2607784191063,22.42385003253977,530
9808,6500,1341,18,4.56238993997394,104311,18515,3,186,0.12856810585518308,2,948319.9587035985,380.13982936815495,130.31852129614495,520
4974,6154,731,33,9.253226375615991,59655,26675,7,155,0.4960971064070674,10,249777.49413844247,470.10304022122995,121.89336062129456,230
4267,3785,2413,35,3.529937032608971,87802,10854,5,144,0.4609555141131827,19,363135.32589722914,144.0820783851571,103.12837348015651,509
1825,6723,2890,8,6.923431320263413,77632,21600,6,176,0.7083908550348353,17,236853.7550002291,497.5545056938595,185.2942409119316,837
8668,6829,289,22,5.245715393447582,44193,22743,8,169,0.08971137605303403,13,812994.3134242973,398.06654152034383,104.2159392208033,324
6745,6063,1317,24,2.3286589196444423,110212,8774,5,62,0.6448553066971265,14,155840.7343796466,376.95681874750716,198.1030230900425,242
1412,5025,212,47,4.778307794445582,60776,26801,2,196,0.6163699311345824,11,173468.4848662045,212.49076054788173,101.84576276962221,677
8543,4839,2057,48,4.121828180021397,73225,9927,2,48,0.23361959847804437,10,368644.7015086318,295.5998684325248,23.17040766027352,639
8587,4322,1004,13,7.488729231547895,90010,9429,2,125,0.5423939642683995,7,562769.3628289101,344.26300472300613,94.09425021500608,224
1728,6443,1144,17,9.590323981535345,112735,9606,9,139,0.22220720699598195,10,465647.3205036279,329.15428759274715,36.46575251101425,311
8164,4424,2989,19,4.144377499029102,95451,9478,1,100,0.14692302710060634,1,140334.67960372654,367.24308731491135,119.42669704348545,527
9867,1758,2057,31,8.491727513213455,78812,21076,0,50,0.5731349346540705,14,961742.4020838564,87.07178258528478,138.62643503872022,536
6988,1782,1810,19,2.442878535507276,110602,23280,9,181,0.9774742783005703,3,957582.5683222753,210.04179477426356,93.68705574141873,691
3504,7245,2159,32,6.304968080318505,48895,12366,0,147,0.23693334917174502,13,351420.6909166839,245.30000746796472,19.540593536629647,337
3967,3398,2907,41,2.5644005096791567,95782,9427,3,57,0.3553361493551519,2,758373.0537417234,167.2831840437349,93.72827971671059,743
3786,5635,1252,23,9.472263929045114,51209,18476,2,120,0.2565732259900467,17,620717.8702449014,127.68227162115069,16.29084294688008,427
2122,4476,495,30,8.130810244459122,112336,10361,4,151,0.26645982164649473,3,313729.02550506167,112.51736596078825,136.4251911013068,911
5079,3767,1125,30,7.263599289636739,91807,5641,8,149,0.40419213418668065,15,335954.39656745386,214.8725265154633,158.0736449730175,218
2571,4700,839,29,8.591171052997314,53086,26730,7,31,0.7018555106506201,8,542037.8568794054,272.04876525315467,192.4760654454078,145
6073,6610,2587,30,7.180158364561305,115637,26113,8,54,0.03880452403094514,6,477313.2473476241,78.33939806599732,29.760421425691284,183
6104,2112,827,30,9.75155517739433,112027,25011,4,129,0.9571241956855602,9,362106.3954081378,475.9061425657473,106.48406710666083,893
3143,2187,2686,32,7.711663582918172,57207,27978,7,91,0.0462798794892475,11,826760.436674634,394.35949528734125,113.50747350708372,451
7806,5190,1367,22,9.397268876657975,50897,29771,3,168,0.8812531819445597,2,533316.6258736465,378.88329793345997,184.49530675619593,112
8357,2112,1141,36,6.137055136085104,93083,15085,4,129,0.8943780987619989,9,689363.256150215,127.78723624492713,125.45532811930285,736
4440,3807,1029,7,2.9365153038549012,96957,24659,2,80,0.5244891875915233,18,270346.1501510879,321.71034560548503,29.101929129064217,936
4766,4513,1970,6,6.225421771384137,108506,9050,4,182,0.13699682861896745,19,580156.896264838,288.3762260639004,87.27026479263785,271
6644,3281,2766,37,3.0149826245047464,37283,9553,2,67,0.5651459705569438,18,386178.44450195937,492.1109806040122,130.9525057012501,333
3914,7406,1175,46,6.73994783341124,111481,26309,4,162,0.6286321599028497,5,573772.2493553904,386.45229653607106,140.05688641385947,280
5968,4091,1154,23,5.8599444842213035,30255,23688,4,90,0.8577589578071113,18,802743.2500698353,309.092847672304,172.6147997181147,150
6917,4196,1462,21,6.980603182662254,106555,8343,5,162,0.5508953757695697,12,792021.8890821355,432.865699911555,36.10142396887943,880
9787,7143,1151,48,2.0803758484386528,45487,7056,8,153,0.4107093959033382,4,418798.6102308483,119.79242188731926,190.30842935109968,780
1728,5458,1143,37,3.558723933242913,49346,24192,0,87,0.8382911938541139,15,724849.4053716753,56.84743836093974,11.827882403118451,494
2365,6748,2402,16,5.930643455297047,65050,28476,9,41,0.980951797352619,11,947160.9553548493,360.60500003653544,196.7524269137804,927
5492,2074,1404,7,9.604028492713079,38744,14416,5,51,0.6451032051579333,19,663102.3969324158,94.24015710675687,171.5534185732817,899
1698,3410,2335,47,5.068872322841267,54756,12226,0,142,0.8743870373028095,5,233569.11104437342,101.94513799257913,132.05455655243426,528
8186,6608,1734,30,5.394976208429077,91596,5886,5,41,0.5987351128290642,6,711737.7663511856,385.10632689103875,146.99910005288433,373
1395,5104,1296,39,7.7175687120529775,113397,13584,1,174,0.6897879914103057,13,194413.9477143802,171.74067986029507,14.538401183759287,960
8400,2169,378,12,6.830342058288944,55146,29104,7,129,0.6881671175489188,10,884899.3679137244,332.8840470060018,8.295972578890476,306
9082,5864,2459,40,4.391409200786666,85032,23830,2,34,0.7047869868402653,14,564994.4462217463,462.8331167417368,20.353159310273107,247
5171,2783,2028,11,5.286531164539422,72687,25289,9,143,0.3210134439286336,4,446626.66268042155,192.41353923703625,17.471962932827555,399
5360,2423,1457,40,3.7415983908578596,76103,27858,5,63,0.5756613962717123,12,151305.93518472314,147.71487102796345,109.47624669388702,552
3502,2625,664,20,9.728171673041668,51976,16530,5,134,0.5941355839737954,15,442705.3611328987,97.95329768347327,43.08879742235783,648
1717,3029,1974,28,3.045075052458878,92863,8591,3,28,0.31507162671323197,10,912886.0011242104,108.70806263887675,172.0411274413453,772
3782,7354,2878,5,4.9746942765313555,30591,23565,4,53,0.3498523677036637,11,118884.69665767286,78.00021292047923,89.14972461361444,482
5946,3094,1430,29,2.2067117777600895,36277,26395,1,92,0.7622467650167147,9,527183.3420036244,89.43907047338305,139.102095291655,886
6486,1746,2854,14,3.774235935468371,91860,26414,9,162,0.5827238406172491,11,938042.2819995601,244.40206496411926,130.57461859403196,899
9335,5211,1084,20,8.243769107041238,32260,21738,9,64,0.1492111479631686,2,455356.89978851896,194.3892702607864,63.970607785942015,717
5980,3060,2613,20,3.6094018583110357,95883,7631,7,91,0.8376369886828723,13,485358.1187159354,367.95236644534907,48.63351470514581,633
8266,3900,2523,12,2.640507220231725,54741,22905,9,77,0.8831142870743197,8,620704.0496792078,441.60874621115084,68.49125705932704,332
5491,3743,2627,33,5.795625438756186,67211,24056,6,134,0.46614114795781414,8,516643.60021946515,403.14794141407293,159.3316747699675,733
8192,5364,1532,43,2.079753877876148,71542,16370,9,38,0.20890743202292694,1,251741.52211379717,288.7867654995435,117.25536968392369,228
6588,3439,1854,32,2.6781292354106654,36869,23721,5,35,0.9476064954049053,6,116699.98516287436,96.09895230469404,50.70773250383507,921
8651,6525,1144,10,8.461006956503802,117616,28352,6,94,0.8822695645195763,13,648830.4921808315,369.3952777736991,163.56928861208604,828
4636,4569,1124,20,8.171786758876852,94732,22012,0,125,0.2443817463418385,9,928725.9283070309,213.2729261270931,10.951877222061345,759
2167,1726,2138,24,9.321110563239168,49422,28546,4,155,0.09559373630269741,6,195727.71972444907,88.54267726193459,139.83667499805907,669
2062,5047,693,20,8.836123487285995,65613,7679,6,180,0.44065360754910676,15,289857.44732747803,429.10988324568154,87.82016114986217,336
3156,1764,1746,11,7.465404505918545,87016,26650,0,93,0.6763969864937396,16,433206.53724247613,202.1974327321275,146.25807721317764,681
8860,2895,2169,45,2.4186628584053027,90110,9422,1,37,0.17538858521994405,4,827868.0061190077,148.21197463020712,185.49225604868536,800
6161,5057,1294,18,8.26278894389326,118529,12463,8,182,0.513212658431748,17,342334.28482387983,442.1534290784794,150.00681958938077,853
6305,7053,2611,47,8.764086486724484,107922,14613,2,62,0.4254154942725167,9,893848.9638508916,455.9602408011522,88.39307106227648,674
7541,2145,2817,30,8.392657166175635,64033,22510,5,69,0.8905511487694656,12,149462.08718505976,202.53687673620192,30.19513630277615,584
5729,7014,2025,30,6.067832282464209,75213,6780,6,22,0.4295666328071286,19,946860.9591330413,209.66063867661805,161.27019516108675,340
8330,7069,962,18,3.8632147091958533,91993,14424,8,78,0.5337763937350376,12,604672.3700863884,310.83283741241485,92.14110538427431,796
6334,4490,2523,11,8.762639805509814,42938,11571,4,47,0.9552861960018223,6,692899.9106389341,380.04867221479617,15.062464691425959,870
9924,6983,249,37,7.817302477921108,106695,29968,3,65,0.2996917658745646,12,430920.5702827178,78.41714085808856,143.8110795553732,840
5330,3399,2975,30,9.846089395110813,32274,5825,1,83,0.28899093194194136,9,803794.8569599543,317.00464573481224,58.37039318331794,322
9010,4004,1105,49,3.2455407820474633,114390,16155,2,89,0.7995950799420427,5,249909.62507596545,478.76902780261173,9.777645901037047,198
7801,4272,763,24,3.8053166644164405,61815,28660,4,66,0.27753898614396866,3,144020.64275063833,167.94225373097916,180.55020299481555,858
5846,6845,982,7,3.6943851990520216,106018,7395,1,161,0.831865870073205,2,455965.24879680143,458.9722463436202,96.62021841878202,656
7731,6577,2732,8,8.340318140970695,48961,9145,3,154,0.09553560936164496,8,868326.1425829355,477.57575334339214,56.19221063460431,372
8241,2654,2240,30,3.4952583716009453,50044,28443,0,178,0.1112612473094684,10,779434.1529739252,171.1191384369904,143.2773115769823,498
1953,2087,2031,15,2.5332786385864487,51975,20779,3,125,0.9013233741627718,15,565440.3734400622,389.39083964840773,177.18047553651274,616
3539,6071,783,6,9.988486452685029,44706,10492,6,100,0.5408122824824353,9,614923.9724488182,157.448753743802,0.06141500675109768,529
8056,3321,1519,18,2.198537691561193,35974,12111,2,70,0.7188142666942388,10,216903.5436688799,381.9250227794597,137.57043700843076,622
2542,2485,435,48,8.681952481270926,106464,18087,9,48,0.2252888918625443,11,856613.357755824,408.8389870799717,153.40233880368427,447
6293,5579,2303,34,4.922934732405222,51213,14984,7,132,0.1662743683821083,9,808263.7146677773,161.24256666979224,41.9854854558986,650
2191,4848,2142,16,8.732923678062523,31950,11792,5,162,0.8349542622326401,14,690823.3544982484,372.14129461245574,97.92476628203488,550
7313,5331,559,30,6.43696392968916,115013,24935,5,147,0.3586234070232488,5,519571.9326960446,415.44704248884045,17.857179783587164,141
7938,2741,2130,48,9.213049835890882,40411,12711,0,109,0.45503261912199444,9,968013.3414515612,211.36049244811028,149.3499765030695,814
3681,1689,309,37,9.409543891317014,117231,25012,4,44,0.02797189727535898,4,891128.774688824,125.46624919537712,169.4912037126705,193
2540,7036,391,17,2.072785450246208,76156,6565,2,60,0.3858807341929664,2,679987.4441631567,91.3840552928811,21.637331464932117,585
7172,2480,1103,18,2.603297407942306,92744,8667,9,88,0.7704378081249784,19,434620.8979455591,308.92176662447383,163.29205068656694,616
6541,3198,1316,28,4.002869836566844,47771,11459,0,23,0.8212751772861694,1,656220.0508133612,490.144153692071,154.3140340969067,663
2365,3215,1061,38,7.354523330908013,99810,9096,7,124,0.6987547888825418,1,617896.8338775989,420.32764400999724,69.38266407417946,249
9691,4093,2815,48,9.106177572092047,65053,6019,6,50,0.6921797335437422,12,454817.7890514247,246.12783752054875,138.05790598671666,816
9702,5636,1283,30,5.679535610351702,82076,29312,6,150,0.5062392665971579,11,376006.57451926847,291.47940628473134,0.009624778862349359,911
8494,6538,849,25,6.855784930194123,37045,14476,9,136,0.538329329259823,1,466309.71301359014,175.7875484353185,186.35953089319972,598
5312,5933,238,32,3.507998822364489,87623,13254,9,109,0.7426317468131435,14,616520.2654300581,123.3796403120286,110.07664706167458,470
2324,6933,836,40,8.439734671053483,59714,16584,9,197,0.24730179882772285,11,485321.360239985,266.93652120452293,124.0677728123999,798
4141,2598,1236,44,9.738624890827758,64386,10965,3,164,0.231517068246056,7,337217.0393812455,258.57570477523336,132.93188270781974,584
8419,3826,235,6,4.14879146331678,38562,16464,5,85,0.9499248239140546,2,784866.9859847279,284.86847876169213,112.27380344367334,764
4486,4747,2348,46,5.958607612804371,85048,23653,8,107,0.027689886758775373,15,578320.7463616717,478.76206350377333,171.35277750789263,482
2810,2395,1561,13,2.6889288840509904,42026,17439,2,43,0.13946546366518153,8,160907.64690303997,321.7528850651475,121.94036643030879,727
7588,3174,2183,27,6.473093251703747,61589,9721,8,118,0.570332426201248,15,431484.855063513,322.5973264800682,181.55199824809452,760
3923,4409,365,19,6.0222675347734445,56844,13408,3,179,0.7378348386983485,8,896422.1114907942,107.61114328748455,116.46632444680178,831
6301,2430,2630,17,3.1554918732406207,53447,5195,4,124,0.5378910829850118,10,779712.8780799567,498.41998977956916,34.22448439611332,291
5186,5884,2079,27,5.5365297049446,107502,8273,6,38,0.35506399616488415,19,390922.1055496064,397.78022490560085,182.71251116786058,844
9905,2223,230,21,4.672837216692506,113268,20330,5,85,0.9779761193529676,3,944364.8368400582,444.74150484230216,136.32549967195536,935
6977,4440,210,6,6.174647002441515,84708,26494,9,79,0.7038526851328458,14,168942.61752238913,236.43518532394734,139.84779888711122,320
5268,2589,2211,24,6.6852346834303935,93925,15886,7,134,0.8313908410670791,9,965111.23350297,275.9576431035312,197.09635011432033,146
5748,6078,2343,24,2.067964628857676,100825,28785,7,34,0.04024687418820405,9,321134.58323620807,284.9377141230244,15.039310841915832,226
5849,2435,2700,7,8.088047863596444,81574,8212,7,104,0.23592011047338368,6,108184.76227217734,137.34254268032234,85.71852141903426,902
4709,3795,2439,16,7.7041143348939265,115548,7755,2,182,0.3741710935915801,8,490427.2328664941,360.2701203471307,47.81907859732304,826
7619,1655,685,44,4.930291089652178,48812,22905,9,174,0.18260139808227804,11,423073.3867183078,456.3395256278555,126.08529294273143,106
9647,2570,1489,6,2.423487484550546,85309,27058,5,107,0.0728992727091472,8,585180.1046861145,123.66761816228855,161.36233674961437,795
4072,3458,1647,40,8.039460318280403,94230,6080,6,26,0.22509166459468022,12,817095.5745128609,88.84322306877402,193.26214177848254,215
7530,4001,2485,18,9.64140128382506,71628,27007,8,25,0.5336356312370426,10,858187.7219354024,382.198507493154,90.91922139094402,663
1504,7279,2143,20,3.9212127681761135,70581,20501,9,144,0.6957452483567053,4,461106.99965052266,172.94082425284194,157.24364612852085,465
2214,5719,2163,23,4.588196909896303,76628,22105,9,52,0.774020922965081,16,486861.1693357152,330.7381437277982,183.4103184080759,145
2531,6563,2051,38,3.4705031158545196,118628,19047,3,77,0.04293615486771707,6,233359.95729652632,363.0912520964813,136.66508650717694,492
8576,5330,1669,48,6.615488986758717,55105,22946,4,196,0.42798617221259116,9,142792.84799304715,194.8598436118198,48.546510489954244,122
1823,2354,1566,10,3.2387311571796396,109830,5639,7,164,0.12221158358536732,5,677093.4912115223,416.81506884160297,121.57083022155828,230
1928,2139,2982,17,4.849551547691036,99157,25644,0,129,0.43120038644467185,6,157993.86299742304,297.4950419513976,193.9904095634373,226
6029,3738,1190,40,7.576104111474104,62442,17502,5,61,0.4339758491202951,17,760447.1074793104,441.04973357831125,197.51076577231308,544
1133,3102,1024,26,6.480927864074787,117235,10190,3,113,0.4982116867122437,17,585181.1305200227,393.48209865152637,128.4719647433556,876
3105,1941,1662,22,5.091700514623482,32347,8736,4,187,0.8928306262632394,13,278724.68040347507,440.85903441685423,177.39755157439785,408
4627,7434,2353,16,5.361996814460335,77650,29130,4,193,0.8050955026240895,17,585570.6491613847,59.07262195305234,40.06987276972056,807
7316,7425,2428,34,6.496887060985836,47110,21473,1,148,0.6367208451363918,14,264697.94494188897,159.5778173323676,49.21572099044336,532
2852,6128,2431,44,2.0469178230972904,92170,6251,7,98,0.8854073229335307,2,494863.48675937083,90.50357320067238,190.57752257697194,572
5910,2836,425,11,2.628078947628879,34923,14294,1,114,0.6784686165046233,19,819604.284618006,248.93735773520712,27.04707509896158,147
5175,5200,976,36,9.050064542104092,81801,26087,3,130,0.8188549607630752,3,515727.3640695737,450.4820547268932,38.22128761869579,990
6348,2448,1312,23,2.623031912730326,92771,21732,4,116,0.5637783009841266,2,233829.3864677934,260.39311802009115,84.10971982401034,181
7190,4873,887,10,7.654428769684041,111147,9052,0,199,0.5252182516309006,2,751445.8136406506,432.37087006117736,117.91685755067007,208
2256,1959,729,24,9.36030531287242,78135,24325,5,182,0.7240972427723847,7,268091.57464300795,197.23020710869304,120.76344379365433,362
4376,6146,1171,31,4.165468834413849,49199,29821,1,138,0.019689311975751078,4,764694.8869330985,202.8065327623636,58.39520173311288,966
